ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
246,65+,female,majority,30y+,high school,middle class,0.401362,0,before 2015,0,0,10048,21637,sports car,2,0,0,0
247,26-39,male,majority,30y+,high school,upper class,0.606803,0,before 2015,1,1,10238,17653,sedan,1,0,1,0
248,65+,female,majority,10-19y,university,middle class,0.096629,1,after 2015,0,1,10081,20610,sports car,3,0,1,1
249,65+,female,minority,0-9y,university,middle class,0.833054,0,before 2015,1,0,10015,21914,sports car,0,0,2,1
250,65+,male,majority,20-29y,university,working class,0.34345,0,after 2015,1,1,10032,10488,sedan,0,0,2,0
251,26-39,female,minority,10-19y,university,upper class,0.658753,1,before 2015,0,1,10081,18832,sedan,1,0,0,0
252,26-39,male,majority,0-9y,high school,middle class,0.995565,1,before 2015,0,0,10015,21367,sedan,1,0,2,0
253,65+,male,minority,20-29y,high school,working class,0.475362,1,before 2015,1,0,10081,5248,sedan,0,0,0,0
254,26-39,male,majority,20-29y,university,middle class,0.215048,1,before 2015,0,0,10022,21266,sedan,1,1,1,0
255,26-39,female,majority,30y+,university,working class,0.216433,0,before 2015,1,1,10007,19121,sedan,0,0,0,0
256,40-64,male,majority,20-29y,none,middle class,0.060376,0,before 2015,1,1,10009,16077,sports car,0,1,3,0
257,65+,female,majority,20-29y,high school,upper class,0.767082,1,before 2015,0,0,10065,5077,sedan,4,0,2,1
258,40-64,male,minority,10-19y,university,poverty,0.293431,0,before 2015,1,1,10238,6830,sports car,0,0,3,1
259,40-64,female,majority,10-19y,high school,upper class,0.172726,1,after 2015,1,1,10081,12087,sports car,0,0,1,0
260,16-25,male,majority,30y+,high school,poverty,0.713696,1,before 2015,1,1,10032,8638,sports car,5,0,0,1
261,40-64,female,minority,0-9y,university,middle class,0.309137,0,before 2015,0,1,10081,8564,sedan,0,0,1,0
262,65+,female,minority,10-19y,university,middle class,0.600469,1,after 2015,1,1,10022,11049,sedan,1,1,3,1
263,16-25,female,majority,20-29y,university,working class,0.417826,0,after 2015,0,1,10015,5158,sedan,0,0,3,0
264,40-64,female,minority,10-19y,high school,middle class,0.334153,0,before 2015,0,0,10081,7299,sports car,1,0,0,0
265,65+,female,majority,10-19y,high school,upper class,0.48943,0,before 2015,1,0,10009,13499,sedan,0,1,2,0
266,40-64,male,majority,10-19y,none,working class,0.313793,1,after 2015,0,0,10032,18384,sedan,0,0,2,0
267,40-64,male,majority,0-9y,university,poverty,0.870565,0,before 2015,0,0,10009,14321,sedan,5,0,2,1
268,40-64,male,majority,10-19y,university,middle class,0.07304,1,after 2015,1,0,10238,24612,sedan,0,0,0,0
269,26-39,male,majority,30y+,high school,middle class,0.030154,1,after 2015,0,1,10068,5643,sedan,0,1,0,0
270,26-39,male,majority,10-19y,high school,upper class,0.406393,0,after 2015,1,1,10238,18790,sedan,1,0,1,0
271,40-64,male,majority,0-9y,none,working class,0.172844,1,after 2015,0,0,10015,17926,sedan,1,0,4,1
272,40-64,male,minority,10-19y,high school,upper class,0.743726,0,before 2015,0,0,10007,18670,sedan,0,3,0,0
273,65+,female,majority,0-9y,none,middle class,0.353434,0,before 2015,0,0,10238,13333,sedan,0,0,0,0
274,65+,male,minority,30y+,university,working class,0.261438,1,before 2015,0,0,10022,12605,sedan,1,0,1,0
275,40-64,female,minority,10-19y,university,upper class,0.359381,1,after 2015,1,0,10238,22368,sedan,4,1,2,1
276,40-64,male,majority,30y+,university,working class,0.219484,0,after 2015,1,0,10238,8152,sedan,2,0,1,0
277,40-64,female,majority,10-19y,university,middle class,0.299652,1,before 2015,1,0,10032,11090,sedan,2,0,4,1
278,40-64,female,majority,30y+,high school,middle class,0.567985,1,before 2015,0,0,10015,8010,sports car,4,0,4,1
279,40-64,male,minority,10-19y,university,working class,0.864033,1,after 2015,0,1,10009,7557,sports car,0,0,4,0
280,40-64,male,majority,0-9y,none,middle class,0.370869,0,before 2015,0,0,10048,12996,sports car,5,2,0,1
281,65+,male,majority,0-9y,none,middle class,0.320672,1,before 2015,1,1,10068,23383,sports car,5,0,1,1
282,26-39,male,minority,20-29y,high school,working class,0.78179,0,after 2015,0,1,10238,23179,sedan,1,0,2,0
283,26-39,female,majority,10-19y,high school,middle class,0.022426,0,after 2015,0,0,10022,18255,sedan,2,1,4,1
284,16-25,female,majority,10-19y,none,upper class,0.302076,1,after 2015,1,1,10009,14971,sedan,0,0,2,0
285,40-64,male,majority,30y+,high school,middle class,0.452171,1,before 2015,0,0,10081,16577,sedan,5,1,1,1
286,16-25,male,minority,0-9y,high school,upper class,0.600662,1,before 2015,0,0,10068,17922,sedan,1,3,1,1
287,26-39,male,minority,10-19y,university,working class,0.156062,0,after 2015,0,1,10048,14988,sedan,5,0,0,0
288,40-64,male,majority,30y+,high school,middle class,0.432854,0,before 2015,0,0,10009,15579,sedan,1,0,4,0
289,26-39,female,majority,10-19y,high school,middle class,0.5663,0,before 2015,0,0,10068,21109,sedan,2,0,2,0
290,40-64,male,minority,30y+,university,working class,0.51025,0,after 2015,1,1,10068,21802,sedan,0,0,0,0
291,16-25,female,minority,10-19y,university,upper class,0.574551,1,after 2015,1,1,10015,15437,sedan,0,0,1,0
292,16-25,male,minority,10-19y,high school,upper class,0.662398,1,after 2015,0,1,10068,16567,sedan,1,0,0,0
293,40-64,male,majority,0-9y,high school,upper class,0.379373,0,before 2015,1,0,10015,8478,sedan,0,0,2,0
294,26-39,female,minority,30y+,university,middle class,0.063636,1,after 2015,0,0,10007,12486,sports car,0,0,2,0
295,16-25,male,majority,30y+,high school,upper class,0.055556,0,after 2015,1,0,10048,15863,sports car,0,0,3,0
296,40-64,female,majority,30y+,none,middle class,0.858715,1,before 2015,0,0,10015,13781,sports car,2,0,3,0
297,40-64,female,minority,10-19y,high school,middle class,0.677419,1,before 2015,1,1,10065,20364,sedan,0,0,1,0
298,26-39,male,majority,30y+,university,upper class,0.764185,0,after 2015,0,0,10032,9333,sedan,3,0,4,1
299,40-64,male,minority,10-19y,high school,working class,0.928805,0,before 2015,1,1,10238,9571,sports car,1,0,1,0
300,16-25,female,majority,10-19y,none,middle class,0.750544,1,before 2015,1,1,10032,23520,sedan,1,0,4,1
301,16-25,female,minority,30y+,high school,working class,0.692301,1,before 2015,0,0,10009,7274,sports car,0,1,2,0
302,40-64,female,majority,0-9y,university,upper class,0.655759,0,after 2015,1,1,10022,9767,sports car,0,0,3,0
303,40-64,male,minority,0-9y,university,working class,0.258573,0,after 2015,0,1,10048,19805,sedan,0,1,4,1
304,40-64,female,majority,10-19y,university,working class,0.957294,1,before 2015,1,0,10015,15507,sedan,3,0,0,0
305,40-64,male,majority,20-29y,high school,poverty,0.542044,1,before 2015,0,1,10068,7429,sedan,2,0,1,0
306,65+,female,minority,10-19y,university,middle class,0.222074,1,after 2015,1,1,10032,17909,sports car,4,0,4,1
307,40-64,female,majority,10-19y,high school,working class,0.209826,1,after 2015,1,1,10007,9417,sports car,1,1,1,0
308,26-39,male,majority,30y+,high school,middle class,0.815266,1,before 2015,1,1,10238,8822,sports car,3,0,3,1
309,40-64,female,majority,10-19y,university,working class,0.250209,1,after 2015,1,1,10048,10671,sports car,0,0,4,0
310,26-39,male,minority,0-9y,university,middle class,0.041426,1,after 2015,1,1,10007,12528,sedan,0,0,2,0
311,26-39,female,majority,20-29y,university,working class,0.428412,0,after 2015,1,0,10238,23061,sports car,0,2,0,0
312,16-25,male,majority,30y+,university,working class,0.81735,1,before 2015,1,1,10009,15165,sedan,3,0,1,0
313,16-25,female,majority,0-9y,high school,upper class,0.41444,1,before 2015,1,1,10238,8415,sedan,5,0,0,1
314,65+,male,minority,20-29y,high school,working class,0.803548,0,after 2015,1,1,10238,24378,sports car,2,1,0,0
315,40-64,female,majority,0-9y,high school,poverty,0.827211,1,before 2015,0,1,10009,12661,sedan,1,1,0,0
316,40-64,female,majority,10-19y,high school,upper class,0.857707,0,after 2015,1,1,10007,23798,sedan,3,0,2,0
317,26-39,male,minority,10-19y,university,working class,0.5889,1,after 2015,1,0,10022,12376,sedan,1,0,0,0
318,26-39,male,minority,10-19y,high school,working class,0.699471,1,after 2015,1,0,10048,6728,sedan,0,1,0,0
319,26-39,female,majority,10-19y,university,working class,0.261859,1,before 2015,1,1,10068,17726,sports car,4,0,3,1
320,26-39,male,minority,30y+,high school,poverty,0.099698,0,after 2015,0,1,10007,23755,sedan,0,0,1,0
321,40-64,female,majority,20-29y,high school,working class,0.532781,1,before 2015,1,1,10068,19027,sedan,1,0,2,0
322,40-64,male,majority,30y+,none,upper class,0.010582,1,after 2015,1,1,10065,5817,sports car,5,0,1,1
323,40-64,female,majority,20-29y,university,working class,0.465738,0,after 2015,1,0,10007,10120,sports car,0,0,1,0
324,26-39,male,minority,0-9y,university,poverty,0.102094,1,before 2015,1,1,10065,16436,sedan,0,0,2,0
325,65+,male,majority,10-19y,university,upper class,0.10842,1,after 2015,0,1,10022,5114,sedan,2,3,3,1
326,40-64,male,majority,30y+,university,working class,0.870783,0,before 2015,1,1,10238,15722,sedan,0,1,2,0
327,40-64,male,majority,20-29y,university,working class,0.640518,0,before 2015,1,0,10009,21024,sports car,1,0,1,0
328,40-64,male,minority,30y+,university,middle class,0.645234,0,before 2015,1,1,10048,24757,sedan,3,0,0,0
329,26-39,male,majority,0-9y,high school,poverty,0.404477,0,after 2015,0,0,10009,15691,sedan,0,1,0,0
330,26-39,female,majority,10-19y,high school,working class,0.413254,0,after 2015,1,0,10022,18591,sedan,1,0,4,0
331,26-39,female,majority,10-19y,none,middle class,0.303108,1,before 2015,0,0,10007,8077,sedan,0,0,0,0
332,40-64,female,minority,10-19y,university,upper class,0.434359,0,before 2015,1,1,10048,7350,sedan,1,0,3,0
333,16-25,male,minority,10-19y,university,working class,0.587125,1,after 2015,0,0,10238,17860,sports car,3,0,3,1
334,16-25,female,majority,10-19y,university,middle class,0.186589,0,after 2015,0,0,10065,8203,sedan,2,1,2,0
335,16-25,male,minority,20-29y,high school,poverty,0.261683,0,before 2015,1,0,10032,20269,sedan,0,1,1,1
336,16-25,female,majority,10-19y,high school,working class,0.494754,1,after 2015,0,1,10048,18861,sedan,2,0,1,0
337,65+,male,minority,0-9y,high school,working class,0.38478,1,before 2015,0,0,10065,12438,sedan,1,0,0,0
338,40-64,male,majority,20-29y,high school,middle class,0.819487,1,after 2015,1,0,10022,18366,sedan,0,0,0,0
339,26-39,male,majority,10-19y,high school,working class,0.821687,0,before 2015,1,0,10009,12428,sedan,0,0,0,0
340,16-25,female,minority,20-29y,none,upper class,0.335992,0,after 2015,1,1,10048,17382,sedan,0,1,2,0
341,26-39,male,minority,10-19y,university,upper class,0.450795,0,after 2015,1,1,10032,18196,sedan,0,0,2,0
342,26-39,female,majority,30y+,high school,middle class,0.976587,1,after 2015,1,1,10081,19214,sedan,3,0,0,0
343,26-39,male,majority,20-29y,university,working class,0.827476,0,after 2015,1,1,10009,15527,sedan,0,1,4,0
344,26-39,female,majority,30y+,university,middle class,0.21566,1,after 2015,1,1,10065,12403,sedan,3,0,1,0
345,26-39,female,minority,10-19y,high school,middle class,0.280229,1,before 2015,0,0,10238,17346,sedan,4,0,1,0
346,40-64,male,majority,10-19y,high school,poverty,0.08348,0,before 2015,0,1,10048,14626,sports car,2,2,1,1
347,40-64,male,majority,10-19y,university,working class,0.677823,1,before 2015,0,0,10048,6191,sedan,1,1,0,0
348,16-25,female,majority,10-19y,university,poverty,0.316895,0,before 2015,1,1,10022,14793,sedan,3,1,2,1
349,26-39,female,minority,10-19y,high school,working class,0.536595,1,after 2015,1,1,10032,12337,sedan,0,2,3,1
350,40-64,male,majority,20-29y,none,poverty,0.768142,1,before 2015,0,1,10238,6145,sedan,1,0,0,0
351,40-64,female,majority,0-9y,university,upper class,0.836035,0,after 2015,1,1,10032,7162,sedan,4,0,1,0
352,65+,female,majority,20-29y,high school,working class,0.325364,0,after 2015,1,0,10007,16425,sedan,3,3,0,1
353,40-64,male,majority,20-29y,high school,working class,0.237247,0,after 2015,0,1,10065,21346,sports car,2,0,2,0
354,26-39,female,majority,20-29y,university,upper class,0.848536,1,before 2015,0,0,10022,14524,sedan,0,3,4,1
355,16-25,male,minority,10-19y,university,middle class,0.381271,0,before 2015,1,1,10015,5969,sports car,2,0,0,0
356,40-64,male,minority,30y+,high school,middle class,0.821998,1,before 2015,1,1,10081,21840,sedan,3,2,1,1
357,16-25,female,majority,10-19y,university,working class,0.149763,0,after 2015,1,1,10022,18290,sedan,0,0,4,1
358,40-64,male,minority,0-9y,university,middle class,0.911909,1,after 2015,1,1,10068,23313,sports car,1,0,0,0
359,65+,male,majority,30y+,university,poverty,0.483126,0,before 2015,0,1,10238,24802,sedan,1,1,1,1
360,40-64,female,majority,0-9y,high school,working class,0.170133,1,after 2015,1,0,10009,21927,sports car,4,0,2,1
361,26-39,female,minority,20-29y,high school,middle class,0.535068,1,before 2015,0,1,10081,23208,sports car,0,3,4,1
362,40-64,female,majority,0-9y,none,middle class,0.870016,1,after 2015,0,0,10065,20369,sedan,0,3,3,1
363,26-39,female,majority,0-9y,high school,working class,0.389325,0,after 2015,1,0,10081,23343,sedan,2,1,2,0
364,40-64,female,minority,0-9y,university,middle class,0.178062,1,before 2015,0,0,10015,14419,sedan,0,0,4,0
365,65+,male,majority,10-19y,university,middle class,0.576556,1,after 2015,0,1,10048,23511,sedan,0,0,0,0
366,26-39,male,minority,0-9y,university,middle class,0.834467,1,after 2015,1,0,10081,9247,sedan,0,0,3,0
367,65+,female,minority,0-9y,high school,working class,0.121354,0,after 2015,1,1,10015,7364,sedan,2,1,2,1
368,65+,male,majority,20-29y,university,upper class,0.041408,1,before 2015,1,0,10081,14439,sedan,1,0,3,0
369,26-39,female,majority,20-29y,high school,working class,0.056293,1,after 2015,1,0,10022,10154,sedan,0,2,0,0
370,16-25,female,majority,30y+,none,middle class,0.230489,0,before 2015,1,1,10009,18095,sedan,1,1,3,1
371,16-25,male,majority,30y+,high school,working class,0.007302,1,after 2015,0,1,10081,21322,sedan,5,0,3,1
372,16-25,female,majority,10-19y,high school,upper class,0.428673,0,before 2015,0,1,10015,9334,sedan,3,0,0,0
373,16-25,male,minority,30y+,high school,upper class,0.697749,0,after 2015,1,1,10022,6395,sedan,3,0,0,0
374,40-64,male,majority,10-19y,high school,working class,0.710458,0,after 2015,1,0,10068,17159,sedan,1,2,0,0
375,16-25,female,majority,10-19y,high school,middle class,0.636712,0,before 2015,0,1,10032,18185,sedan,0,2,2,1
376,26-39,male,majority,20-29y,university,poverty,0.2962,0,after 2015,1,0,10015,16603,sedan,3,0,3,1
377,40-64,male,majority,0-9y,none,poverty,0.735938,1,before 2015,1,1,10065,18823,sedan,0,3,0,1
378,16-25,male,minority,20-29y,university,upper class,0.576488,1,before 2015,1,0,10048,6153,sedan,0,3,0,1
379,40-64,female,majority,10-19y,high school,poverty,0.861179,1,before 2015,1,1,10032,18691,sedan,0,0,1,0
380,26-39,female,minority,0-9y,high school,working class,0.478006,0,after 2015,0,0,10015,15182,sedan,3,0,5,1
381,16-25,female,majority,0-9y,university,middle class,0.180147,0,before 2015,0,0,10032,10745,sports car,1,1,0,1
382,40-64,female,majority,0-9y,high school,upper class,0.634653,1,after 2015,0,1,10048,13812,sedan,0,0,3,0
383,40-64,male,majority,30y+,high school,working class,0.150784,1,before 2015,1,0,10048,8733,sports car,3,0,1,0
384,65+,female,majority,30y+,university,poverty,0.963145,0,after 2015,1,1,10081,5484,sports car,0,1,2,0
385,40-64,female,majority,10-19y,high school,poverty,0.703285,1,after 2015,1,0,10015,8932,sedan,1,1,1,0
386,40-64,male,majority,10-19y,university,poverty,0.756322,1,before 2015,1,1,10015,15155,sedan,5,0,0,0
387,26-39,male,minority,0-9y,high school,poverty,0.679268,1,after 2015,1,0,10048,13815,sedan,2,0,1,0
388,26-39,female,majority,30y+,high school,upper class,0.09756,1,before 2015,0,1,10238,24155,sports car,2,2,1,1
389,40-64,female,minority,0-9y,university,poverty,0.4653,1,after 2015,0,0,10007,23017,sports car,2,0,3,1
390,40-64,female,majority,30y+,high school,middle class,0.651415,0,before 2015,0,0,10081,9914,sedan,1,0,2,0
391,65+,female,majority,20-29y,none,upper class,0.229356,0,before 2015,0,0,10007,13395,sedan,1,0,0,0
392,26-39,female,majority,30y+,none,middle class,0.679502,1,after 2015,0,0,10009,24350,sedan,0,0,3,0
393,26-39,female,majority,20-29y,high school,poverty,0.819885,1,after 2015,0,1,10022,12986,sedan,0,0,0,0
394,40-64,female,minority,20-29y,university,middle class,0.27493,1,after 2015,1,0,10068,24625,sedan,4,0,0,0
395,26-39,male,majority,20-29y,university,upper class,0.199603,1,before 2015,0,1,10065,9581,sedan,0,3,0,0
396,65+,female,majority,30y+,university,working class,0.88316,0,before 2015,0,1,10068,17025,sedan,1,0,0,0
397,65+,male,majority,30y+,high school,working class,0.005194,1,after 2015,0,0,10048,20189,sedan,1,0,0,0
398,26-39,female,majority,20-29y,university,working class,0.255747,1,after 2015,0,0,10022,7560,sports car,1,0,4,1
399,40-64,male,minority,20-29y,high school,middle class,0.40673,1,before 2015,0,1,10081,24574,sedan,1,0,1,0
400,40-64,male,majority,30y+,university,working class,0.67226,1,before 2015,1,0,10007,18733,sedan,4,1,0,0
401,16-25,male,minority,30y+,university,middle class,0.997063,0,after 2015,0,0,10007,6349,sports car,0,0,2,0
402,65+,male,majority,20-29y,none,middle class,0.370818,1,after 2015,1,1,10007,6428,sedan,0,0,1,0
403,40-64,male,minority,0-9y,university,working class,0.948809,0,before 2015,1,1,10007,11087,sports car,0,1,0,0
404,40-64,male,minority,0-9y,university,middle class,0.366774,0,after 2015,1,1,10081,24329,sedan,0,1,1,0
405,26-39,female,majority,30y+,university,poverty,0.695529,0,before 2015,1,0,10068,21722,sports car,2,0,2,0
406,65+,male,majority,0-9y,university,middle class,0.165367,1,after 2015,1,0,10238,19924,sedan,0,1,0,0
407,26-39,male,minority,0-9y,university,middle class,0.460408,1,before 2015,1,1,10009,10049,sedan,0,3,5,1
408,16-25,female,majority,0-9y,university,middle class,0.871274,0,after 2015,0,1,10238,21982,sedan,0,0,2,0
409,65+,female,minority,20-29y,university,poverty,0.319994,1,after 2015,1,1,10048,15853,sedan,2,0,0,0
410,16-25,male,majority,20-29y,high school,middle class,0.105203,0,before 2015,1,0,10009,24793,sedan,0,1,1,0
411,26-39,female,majority,10-19y,university,middle class,0.522713,1,after 2015,0,1,10048,10449,sedan,0,1,1,0
412,65+,female,minority,0-9y,high school,middle class,0.439535,1,before 2015,0,0,10009,22633,sedan,0,1,1,1
413,65+,male,majority,20-29y,university,working class,0.22954,1,before 2015,1,1,10068,6213,sedan,2,0,0,0
414,40-64,male,majority,30y+,university,poverty,0.905615,0,before 2015,1,1,10022,21418,sedan,0,0,0,0
415,40-64,female,majority,0-9y,high school,working class,0.601687,1,after 2015,1,1,10022,16452,sports car,0,0,3,0
416,26-39,female,majority,0-9y,university,working class,0.347174,1,after 2015,0,1,10015,14380,sedan,0,2,0,0
